" ","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12"
"83860",143,0,0,0,0,0
"83861",50,33,0,0,0,0
"83864",133,5,0,0,0,0
"83866",0,0,0,0,0,0
"83867",0,0,0,0,0,0
"83868",33,0,0,0,0,0
"83869",25,0,0,0,0,0
"83870",0,0,0,3,0,0
"83871",27,0,0,0,0,0
"83872",18,11,0,0,0,0
"83873",15,0,0,0,0,0
"83874",0,0,0,0,0,0
"83876",4,0,0,14,0,0
"84001",2,0,0,0,0,0
"84002",0,0,0,0,0,0
"84003",928,51,0,15,15,28
"84004",204,0,0,0,0,0
"84005",215,4,0,0,10,0
"84006",0,0,0,0,0,0
"84007",9,0,0,0,0,0
"84010",610,68,14,0,53,0
"84013",10,0,0,0,0,0
"84014",334,0,0,0,0,0
"84015",822,219,72,0,32,80
"84017",16,30,0,8,13,0
"84018",0,0,0,0,0,0
"84020",730,85,65,15,4,27
"84021",90,0,0,10,0,0
"84022",10,4,0,0,0,0
"84023",0,0,0,0,0,0
"84024",0,0,0,0,0,0
"84025",171,31,6,0,0,0
"84026",4,0,0,13,0,0
"84027",0,0,0,0,0,0
"84028",7,0,0,0,0,0
"84029",111,5,0,0,0,0
"84031",0,0,0,0,0,0
"84032",179,63,8,0,3,0
"84033",7,0,0,0,0,0
"84034",0,0,0,0,0,0
"84035",0,0,0,0,0,0
"84036",43,3,0,0,0,3
"84037",606,87,0,0,0,0
"84038",0,0,0,0,0,0
"84039",14,0,0,0,0,0
"84040",500,36,0,0,0,0
"84041",517,158,0,0,52,0
"84042",255,48,0,0,0,0
"84043",554,62,0,0,0,20
"84044",229,167,11,10,0,3
"84045",289,0,0,0,0,0
"84046",0,0,0,1,0,0
"84047",289,123,0,0,7,0
"84049",66,0,0,0,0,0
"84050",184,5,0,0,0,0
"84051",0,0,0,0,0,0
"84052",14,0,0,6,0,0
"84053",6,0,0,0,0,0
"84054",162,16,20,0,0,0
"84055",22,0,0,0,0,0
"84056",14,0,0,0,0,0
"84057",343,313,0,0,24,5
"84058",391,132,17,17,6,18
"84060",129,58,0,0,0,0
"84061",0,0,0,0,0,0
"84062",985,37,5,0,0,0
"84063",8,0,0,0,0,0
"84064",21,0,0,0,0,0
"84065",732,110,0,0,0,19
"84066",94,23,0,0,0,0
"84067",372,100,0,2,9,52
"84069",9,0,0,0,0,0
"84070",173,70,1,0,62,0
"84071",6,7,0,0,0,0
"84072",3,0,0,0,0,0
"84073",0,0,0,0,0,0
"84074",590,52,12,0,0,0
"84075",322,97,36,0,0,0
"84076",0,0,0,0,0,0
"84078",345,19,0,0,0,0
"84080",0,4,0,0,0,0
"84081",378,322,23,54,21,19
"84082",24,0,0,0,0,0
"84083",0,0,0,0,0,0
"84084",498,150,0,35,24,0
"84085",4,0,0,0,0,0
"84086",4,0,0,0,0,0
"84087",192,16,0,0,11,0
"84088",476,186,46,0,20,8
"84092",571,45,12,0,10,0
"84093",361,17,0,0,0,0
"84094",372,9,0,0,0,0
"84095",837,114,0,0,0,48
"84096",317,68,0,0,0,0
"84097",307,48,0,0,26,15
"84098",347,24,0,0,16,0
"84101",9,13,0,0,0,42
"84102",91,28,0,0,5,0
"84103",75,15,0,0,0,0
"84104",91,275,88,0,15,11
"84105",166,28,22,0,0,0
"84106",265,70,81,0,26,21
"84107",205,109,0,0,42,11
"84108",161,0,0,0,0,0
"84109",311,8,0,0,21,0
"84111",15,17,6,0,0,0
"84112",10,11,0,0,0,0
"84113",0,0,0,0,0,0
"84115",136,223,9,17,86,0
"84116",176,314,106,0,23,28
"84117",352,38,0,0,12,8
"84118",544,548,5,2,42,43
"84119",470,677,109,63,28,49
"84120",244,346,20,19,91,46
"84121",563,21,40,0,0,0
"84123",294,99,13,0,13,0
"84124",200,5,0,0,9,25
"84128",252,115,8,0,0,59
"84144",0,0,0,0,0,0
"84180",0,0,0,0,0,0
"84301",22,0,0,0,0,0
"84302",384,61,36,10,0,0
"84304",0,0,0,0,0,0
"84305",13,0,0,0,0,0
"84306",15,0,0,0,0,0
"84307",5,0,0,0,0,0
"84308",0,0,0,0,0,0
"84309",4,0,0,0,0,0
"84310",20,0,0,0,0,0
"84311",15,0,0,0,0,0
"84312",60,2,0,0,0,0
"84313",0,0,0,0,0,0
"84314",15,0,0,0,0,0
"84315",134,0,0,0,2,0
"84316",4,0,0,0,0,0
"84317",25,0,0,0,0,0
"84318",51,0,0,0,0,0
"84319",74,0,0,0,0,0
"84320",35,12,0,0,0,0
"84321",383,59,12,0,7,0
"84324",15,0,0,0,0,0
"84325",50,0,0,0,2,0
"84326",25,0,0,0,0,0
"84327",6,0,0,0,0,0
"84328",23,3,0,0,0,0
"84329",4,0,0,0,0,0
"84330",7,0,0,0,0,0
"84331",9,0,0,0,0,0
"84332",92,6,0,0,0,0
"84333",40,2,0,0,0,0
"84334",0,0,0,0,0,0
"84335",138,2,0,0,0,0
"84336",6,3,0,0,0,0
"84337",234,19,0,0,0,0
"84338",4,6,0,0,0,0
"84339",155,0,0,0,0,0
"84340",49,38,0,5,0,0
"84341",171,33,13,0,14,0
"84401",372,193,0,1,0,0
"84403",526,128,36,0,0,0
"84404",346,262,0,11,5,0
"84405",421,64,0,3,0,11
"84414",298,20,0,0,0,0
"84501",247,47,10,0,0,0
"84511",80,0,0,49,0,0
"84512",0,0,0,5,0,0
"84513",22,0,0,0,0,0
"84515",0,0,0,0,0,0
"84516",0,0,0,0,0,0
"84518",6,0,0,0,0,0
"84520",0,0,0,0,0,0
"84521",13,0,0,0,0,0
"84522",12,0,0,0,0,0
"84523",35,0,0,0,0,0
"84525",5,0,0,0,0,0
"84526",37,0,0,0,0,0
"84528",21,0,0,0,0,0
"84529",0,0,0,0,0,0
"84530",31,0,0,0,0,0
"84531",0,0,0,16,0,0
"84532",110,59,0,0,0,0
"84533",0,0,0,41,0,0
"84534",0,0,0,73,0,0
"84535",21,14,0,14,0,0
"84536",0,0,0,52,0,0
"84537",39,0,0,0,0,0
"84539",3,0,0,0,0,0
"84540",0,0,0,0,0,0
"84542",7,0,0,0,0,0
"84601",298,260,0,0,0,27
"84604",632,23,7,0,0,8
"84606",156,100,0,0,0,5
"84620",12,0,0,0,0,0
"84621",0,0,0,0,0,0
"84622",14,0,0,0,0,0
"84623",0,0,0,0,0,0
"84624",70,17,0,0,0,0
"84626",0,0,0,0,0,0
"84627",39,8,0,0,0,0
"84628",0,2,0,0,0,0
"84629",25,4,1,0,0,0
"84630",12,0,0,0,0,0
"84631",29,34,0,0,0,0
"84632",11,0,0,0,0,0
"84633",9,0,0,0,0,0
"84634",35,28,0,0,0,0
"84635",0,8,0,0,0,0
"84636",11,0,0,0,0,0
"84637",6,0,0,0,0,0
"84638",19,0,0,0,0,0
"84639",25,0,0,0,0,0
"84640",3,0,0,0,0,0
"84642",53,0,0,0,0,0
"84643",4,0,0,0,0,0
"84645",35,0,0,0,0,0
"84646",6,19,0,9,0,0
"84647",74,20,0,9,0,0
"84648",150,0,0,6,0,0
"84649",11,0,0,0,0,0
"84651",467,49,0,0,0,3
"84652",40,0,2,0,0,0
"84653",173,0,0,0,6,0
"84654",22,0,0,0,0,0
"84655",141,5,0,0,0,0
"84656",0,0,0,0,0,0
"84657",0,0,0,0,0,0
"84660",565,47,0,0,0,11
"84662",3,0,0,0,0,0
"84663",404,15,0,10,0,0
"84664",130,23,0,0,0,0
"84665",32,5,0,0,0,0
"84667",2,0,0,0,0,0
"84701",136,9,3,0,0,0
"84710",2,0,0,0,0,0
"84711",23,0,0,0,0,0
"84712",0,0,0,0,0,0
"84713",70,19,0,0,0,0
"84714",0,0,0,0,0,0
"84715",22,0,0,0,0,0
"84716",1,0,0,0,0,0
"84718",0,0,0,0,0,0
"84719",0,0,0,0,0,0
"84720",249,19,0,4,0,0
"84721",401,28,45,51,0,27
"84722",0,0,0,0,0,0
"84723",3,34,0,0,0,0
"84724",9,0,0,8,0,0
"84725",24,9,0,0,0,0
"84726",15,7,0,0,0,0
"84728",28,0,0,0,0,0
"84729",3,0,0,0,0,0
"84730",5,0,0,0,0,0
"84731",0,0,0,0,0,0
"84732",0,0,0,0,0,0
"84733",0,0,0,0,0,0
"84734",7,0,0,0,0,0
"84735",0,0,0,0,0,0
"84736",1,0,0,0,0,0
"84737",206,76,0,6,0,0
"84738",24,7,0,0,0,0
"84739",4,0,0,9,0,0
"84740",7,0,0,0,0,0
"84741",109,0,0,2,0,0
"84742",0,0,0,0,0,0
"84743",6,0,0,0,0,0
"84744",4,0,0,0,0,0
"84745",66,5,35,0,0,0
"84746",17,0,0,0,0,0
"84747",14,0,0,0,0,0
"84749",8,0,0,0,0,0
"84750",2,0,0,0,0,0
"84751",16,4,0,0,0,0
"84752",23,0,0,0,0,0
"84753",0,0,0,0,0,0
"84754",63,6,0,0,0,0
"84755",0,0,0,0,0,0
"84756",0,0,0,0,0,12
"84757",0,0,0,0,0,0
"84758",3,3,0,0,0,0
"84759",57,24,0,0,0,0
"84760",5,0,0,0,0,0
"84761",90,0,0,0,0,0
"84762",0,0,0,0,0,0
"84763",3,4,0,0,0,0
"84764",0,0,0,0,0,0
"84765",167,0,0,0,0,0
"84766",0,0,0,0,0,0
"84767",6,2,0,14,0,0
"84770",346,126,0,58,3,23
"84772",7,0,0,0,0,0
"84773",0,0,0,0,0,0
"84774",36,0,0,0,0,0
"84775",0,0,0,0,0,0
"84776",5,8,0,0,0,0
"84779",18,0,0,0,0,0
"84780",209,36,0,6,0,0
"84781",0,0,0,0,0,0
"84782",17,0,0,0,0,0
"84783",0,0,0,0,0,0
"84784",6,0,0,0,0,0
"84790",463,14,0,0,21,14
"85003",19,38,14,0,0,0
"85004",17,0,36,0,0,0
"85006",9,449,47,11,13,0
"85007",15,114,30,0,0,0
"85008",130,584,246,0,37,0
"85009",28,573,22,27,0,0
"85012",12,30,0,0,0,0
"85013",71,180,0,0,60,0
"85014",21,114,39,0,9,0
"85015",198,506,52,18,16,0
"85016",58,104,25,23,0,0
"85017",58,557,0,17,36,0
"85018",256,224,25,0,7,0
"85019",32,601,0,0,0,0
"85020",125,248,0,23,0,0
"85021",178,168,119,42,20,0
"85022",432,90,0,0,0,0
"85023",211,150,22,58,0,0
"85024",161,72,16,0,9,0
"85027",363,100,0,10,14,0
"85028",189,20,0,0,19,0
"85029",325,282,32,19,16,0
"85031",8,839,18,0,3,0
"85032",528,370,0,0,0,0
"85033",152,1150,33,10,9,0
"85034",0,64,0,0,0,0
"85035",15,857,125,0,6,0
"85037",65,548,52,0,4,0
"85040",33,495,105,0,6,0
"85041",53,732,164,0,13,0
"85042",14,523,89,42,0,0
"85043",0,324,0,10,10,0
"85044",307,132,67,0,13,0
"85045",78,7,0,0,0,0
"85048",377,127,22,0,12,0
"85050",227,41,0,0,57,0
"85051",245,489,9,153,0,0
"85053",389,142,30,0,0,0
"85054",33,0,0,0,0,0
"85083",111,55,1,1,0,0
"85085",88,52,0,0,6,0
"85086",459,99,0,0,22,18
"85087",119,0,0,0,0,0
"85118",44,19,0,0,0,0
"85119",160,43,0,0,0,0
"85120",235,84,0,0,11,0
"85121",0,0,0,41,0,0
"85122",185,384,80,0,9,0
"85123",13,48,0,0,0,0
"85128",12,24,0,15,0,0
"85131",38,190,117,9,0,6
"85132",173,54,56,67,0,0
"85135",0,7,0,0,0,0
"85137",0,17,0,0,0,0
"85138",155,226,153,0,0,0
"85139",20,39,76,16,0,0
"85140",516,145,0,0,0,0
"85141",0,0,0,0,0,0
"85142",531,185,163,0,0,0
"85143",94,231,0,0,0,0
"85145",58,0,4,0,0,0
"85147",0,0,0,198,0,0
"85172",0,0,0,0,0,0
"85173",0,13,0,0,0,0
"85192",3,16,0,0,0,0
"85193",0,26,0,0,0,0
"85194",16,126,0,0,0,0
"85201",251,372,36,60,0,0
"85202",178,141,37,0,17,0
"85203",146,191,0,12,0,0
"85204",375,513,24,43,0,0
"85205",484,161,0,0,0,0
"85206",245,128,31,0,8,0
"85207",491,130,0,0,0,0
"85208",235,209,35,1,0,0
"85209",231,91,128,36,19,0
"85210",191,445,12,24,14,0
"85212",188,98,10,0,23,0
"85213",378,178,15,4,0,0
"85215",143,39,0,0,10,23
"85224",474,165,39,10,16,0
"85225",409,759,37,57,20,0
"85226",473,87,40,1,0,0
"85233",237,109,9,32,52,0
"85234",745,87,47,0,9,45
"85248",133,33,0,0,32,0
"85249",234,54,39,0,137,0
"85250",120,110,63,0,0,0
"85251",129,132,38,0,0,0
"85253",226,26,14,0,0,0
"85254",765,61,7,10,94,0
"85255",518,38,15,0,47,0
"85256",0,15,0,48,0,0
"85257",119,109,0,0,0,0
"85258",149,0,0,0,0,0
"85259",428,11,0,5,21,0
"85260",452,38,57,0,14,0
"85262",107,0,0,0,16,0
"85263",0,0,0,0,0,0
"85264",0,5,4,26,0,0
"85266",74,29,0,0,0,0
"85268",401,0,0,0,0,0
"85281",76,215,143,28,7,6
"85282",242,248,66,0,39,0
"85283",281,276,64,144,46,0
"85284",214,48,0,0,39,0
"85286",302,82,1,0,106,0
"85295",428,28,0,19,116,0
"85296",597,59,41,0,22,0
"85297",254,95,0,0,15,0
"85298",158,73,36,0,0,0
"85301",124,915,55,0,9,0
"85302",226,71,0,0,16,0
"85303",50,449,54,24,27,0
"85304",214,165,0,0,56,0
"85305",57,23,0,2,7,0
"85306",338,147,27,0,0,0
"85307",44,56,0,0,0,0
"85308",587,345,0,0,30,0
"85309",2,0,0,0,0,0
"85310",339,50,0,0,0,0
"85320",0,4,0,0,0,0
"85321",17,16,0,38,24,0
"85322",0,9,0,0,0,0
"85323",61,578,43,15,0,0
"85324",12,0,0,0,0,0
"85325",0,0,0,0,0,0
"85326",352,631,74,8,15,0
"85328",0,0,0,0,0,0
"85331",355,14,0,0,20,0
"85332",0,0,0,0,0,0
"85333",19,0,0,0,0,0
"85334",9,0,0,0,0,0
"85335",147,188,48,17,0,0
"85336",0,7,0,0,0,0
"85337",0,37,0,0,0,0
"85338",470,246,107,0,0,0
"85339",313,243,121,25,45,0
"85340",155,150,130,10,17,0
"85341",0,0,0,0,0,0
"85342",0,0,0,0,0,0
"85343",0,0,0,0,0,0
"85344",21,6,0,10,0,0
"85345",420,479,0,0,0,0
"85346",0,0,0,0,0,0
"85347",0,11,0,0,0,0
"85348",0,25,0,0,0,0
"85349",0,959,0,0,0,0
"85350",20,323,0,10,0,0
"85351",32,0,0,0,0,0
"85352",0,0,0,0,0,0
"85353",50,347,29,0,0,0
"85354",29,42,1,0,4,0
"85355",116,0,0,0,0,0
"85356",0,26,24,0,0,0
"85357",0,1,0,0,0,0
"85360",0,6,0,0,0,0
"85361",46,15,0,0,0,0
"85362",0,0,0,0,0,0
"85363",48,61,0,0,0,0
"85364",157,1139,121,48,12,0
"85365",202,389,67,4,0,0
"85367",196,18,0,0,0,0
"85371",0,8,0,0,0,0
"85373",76,0,0,0,0,0
"85374",282,132,64,0,27,0
"85375",7,6,0,0,0,0
"85377",23,0,0,0,0,0
"85379",167,179,101,0,0,0
"85381",266,64,13,0,9,0
"85382",494,76,0,4,0,0
"85383",345,192,12,6,56,0
"85387",62,200,0,0,0,0
"85388",208,75,0,0,0,0
"85390",146,42,0,0,0,0
"85392",162,315,292,11,8,0
"85395",112,93,112,56,34,0
"85396",73,148,11,0,0,0
"85501",97,60,14,7,0,0
"85530",0,0,0,81,0,0
"85531",0,0,0,0,0,0
"85533",0,49,0,1,0,0
"85534",16,22,0,0,0,0
"85535",0,0,0,0,0,0
"85536",0,0,0,0,0,0
"85539",27,30,0,0,0,0
"85540",3,0,0,0,0,0
"85541",78,0,0,0,0,0
"85542",0,0,0,87,0,0
"85543",42,50,0,0,0,0
"85544",0,0,0,8,0,0
"85545",0,0,0,0,0,0
"85546",95,22,0,0,0,0
"85550",0,0,0,95,0,0
"85551",0,7,0,0,0,0
"85552",78,0,0,0,0,0
"85553",0,0,0,0,0,0
"85554",10,0,0,0,0,0
"85601",0,0,0,0,0,0
"85602",53,19,0,0,0,0
"85603",32,64,20,9,0,0
"85605",0,0,0,0,0,0
"85606",19,0,0,0,0,0
"85607",19,382,29,0,0,0
"85608",37,237,126,24,0,0
"85609",0,0,0,0,0,0
"85610",0,0,5,0,0,0
"85611",0,0,0,0,0,0
"85613",0,14,0,0,0,0
"85614",42,44,0,0,0,0
"85615",98,76,0,0,0,0
"85616",0,24,0,0,0,0
"85617",16,0,0,0,0,0
"85618",0,21,0,0,0,0
"85619",0,0,0,0,0,0
"85620",0,17,0,0,0,0
"85621",16,580,0,0,0,0
"85622",0,0,0,0,0,0
"85623",48,157,0,0,0,0
"85624",0,16,0,0,0,0
"85625",3,3,0,0,0,0
"85626",5,16,0,0,0,0
"85627",7,0,0,0,0,0
"85629",92,66,0,0,0,0
"85630",57,0,0,0,0,0
"85631",57,11,1,0,0,0
"85632",2,0,0,0,0,0
"85633",0,0,0,0,0,0
"85634",0,1,0,124,0,0
"85635",244,157,9,56,0,0
"85637",32,0,0,0,0,0
"85638",6,19,0,0,0,0
"85640",0,20,0,0,0,0
"85641",234,83,0,0,0,0
"85643",22,49,0,0,0,0
"85645",0,69,0,0,0,0
"85646",15,0,0,0,0,0
"85648",35,512,0,0,0,0
"85650",167,80,25,0,0,0
"85653",122,142,0,0,0,0
"85654",0,14,0,0,0,0
"85658",47,62,0,0,0,0
"85701",12,14,12,0,0,0
"85704",173,159,0,24,13,0
"85705",216,508,61,20,28,47
"85706",181,1298,66,56,24,0
"85707",0,0,0,0,0,0
"85708",17,0,27,0,8,0
"85710",348,306,7,13,0,0
"85711",225,423,85,0,0,0
"85712",210,99,20,0,0,0
"85713",76,831,27,119,0,0
"85714",12,232,0,82,0,0
"85715",135,223,6,0,0,0
"85716",90,71,0,10,0,35
"85718",349,59,0,0,0,0
"85719",188,268,27,0,0,10
"85723",0,0,0,0,0,0
"85724",0,0,0,0,0,0
"85726",0,0,0,0,0,0
"85730",284,152,33,15,6,0
"85735",70,26,0,0,17,0
"85736",52,127,0,0,0,0
"85737",297,24,0,0,0,0
"85739",189,111,0,0,0,0
"85741",195,110,26,0,0,0
"85742",290,121,0,15,0,0
"85743",165,37,0,0,0,0
"85745",125,335,79,14,33,0
"85746",31,511,16,116,0,0
"85747",269,63,6,0,0,0
"85748",138,34,2,0,0,0
"85749",163,24,0,0,0,0
"85750",200,59,0,0,15,0
"85755",61,58,0,0,0,0
"85756",166,502,45,45,0,0
"85757",13,188,0,191,0,0
"85901",120,46,0,10,0,0
"85911",0,0,0,26,0,0
"85912",0,0,0,0,0,0
"85920",0,0,0,0,0,0
"85922",0,0,0,0,0,0
"85923",9,0,0,21,0,0
"85924",59,10,0,0,0,0
"85925",14,47,0,0,0,0
"85926",0,0,0,0,0,0
"85927",0,0,0,0,0,0
"85928",24,0,0,0,0,0
"85929",53,72,0,0,0,0
"85930",0,0,0,20,0,0
"85931",0,0,0,0,0,0
"85932",0,0,0,0,0,0
"85933",126,0,0,0,0,0
"85934",16,0,0,0,0,0
"85935",62,0,0,0,0,0
"85936",82,48,0,0,0,0
"85937",147,24,0,0,0,0
"85938",11,9,0,15,0,0
"85939",42,32,0,0,0,0
"85940",7,0,0,0,0,0
"85941",0,0,0,242,0,0
"85942",0,0,0,0,0,0
"86001",180,29,48,133,0,0
"86003",0,0,0,0,0,0
"86004",469,63,0,148,0,0
"86011",0,0,0,0,0,0
"86015",0,0,0,0,0,0
"86016",0,0,0,5,0,0
"86017",0,0,0,0,0,0
"86018",0,0,0,0,0,0
"86020",0,0,0,33,0,0
"86021",164,0,0,0,0,0
"86022",13,0,0,1,0,0
"86023",0,0,0,0,0,0
"86024",0,0,0,0,0,0
"86025",37,17,4,66,0,0
"86028",0,0,0,0,0,0
"86029",0,0,0,0,0,0
"86030",0,0,0,51,0,0
"86031",0,0,0,27,0,0
"86032",29,10,0,18,0,0
"86033",0,3,0,195,0,37
"86034",0,0,0,34,0,0
"86035",0,0,0,54,0,0
"86036",0,0,0,3,0,0
"86038",0,0,0,0,0,0
"86039",0,0,0,64,0,0
"86040",88,4,0,99,0,0
"86042",0,0,0,0,0,0
"86043",0,0,0,7,0,0
"86044",0,0,0,49,0,0
"86045",0,4,0,309,0,0
"86046",35,3,0,0,0,0
"86047",64,139,27,260,8,0
"86052",0,0,0,0,0,0
"86053",0,5,0,66,0,0
"86054",0,0,0,30,0,0
"86301",62,23,0,30,0,0
"86303",41,0,0,0,7,0
"86305",163,65,0,0,0,0
"86313",0,0,0,0,0,0
"86314",245,123,7,0,0,0
"86315",100,17,0,0,0,0
"86320",0,6,0,0,0,0
"86321",13,0,13,0,0,0
"86322",135,50,0,9,0,0
"86323",73,81,0,0,0,0
"86324",155,11,0,18,0,0
"86325",72,0,0,0,0,0
"86326",147,42,0,35,0,0
"86327",44,0,0,0,0,0
"86329",0,0,0,0,0,0
"86331",0,0,0,0,0,0
"86332",18,0,0,0,0,0
"86333",119,0,0,0,0,0
"86334",0,0,0,0,0,0
"86335",20,7,0,0,0,0
"86336",94,0,0,0,9,0
"86337",0,0,0,0,0,0
"86338",13,0,0,0,0,0
"86343",0,0,0,0,0,0
"86351",31,42,0,0,0,0
"86401",288,53,0,5,4,0
"86403",51,120,0,0,0,0
"86404",141,0,0,0,0,0
"86406",193,62,0,25,0,0
"86409",212,68,3,0,0,0
"86411",0,0,0,0,0,0
"86413",56,5,0,0,0,0
"86426",120,47,0,0,0,0
"86429",17,0,0,0,0,0
"86431",5,0,0,0,0,0
"86432",15,0,0,0,0,0
"86433",0,0,0,0,0,0
"86434",0,4,0,10,0,0
"86435",0,0,0,6,0,0
"86436",0,0,0,0,0,0
"86437",0,0,0,0,0,0
"86438",0,0,0,0,0,0
"86440",52,46,0,12,0,0
"86441",21,0,0,0,0,0
"86442",180,158,0,0,0,0
"86443",0,0,0,0,0,0
"86444",0,0,0,0,0,0
"86445",0,0,0,0,0,0
"86502",0,0,0,51,0,0
"86503",0,11,0,227,0,0
"86504",0,0,0,108,0,0
"86505",9,10,0,157,0,0
"86506",0,0,0,22,0,0
"86507",0,4,0,57,0,0
"86508",0,0,0,21,0,0
"86510",0,0,0,74,0,0
"86511",0,0,0,30,0,0
"86512",0,0,0,112,0,0
"86514",0,0,0,66,0,0
"86515",5,38,0,114,0,0
"86520",0,0,0,22,0,0
"86535",0,0,0,54,0,0
"86538",0,0,0,57,0,0
"86540",0,0,0,22,0,0
"86544",0,0,0,28,0,0
"86545",0,0,0,21,0,0
"86547",0,0,0,48,0,0
"86556",0,12,0,50,0,0
"87001",0,25,0,19,0,0
"87002",102,133,9,5,0,0
"87004",4,107,0,23,0,0
"87005",0,0,0,0,0,0
"87006",0,68,0,0,0,0
"87007",0,0,0,0,0,0
"87008",17,11,0,0,0,0
"87010",0,0,0,0,0,0
"87011",0,0,0,0,0,0
"87012",0,4,0,0,0,0
"87013",12,4,0,30,0,0
"87014",0,0,0,0,0,0
"87015",143,97,0,0,0,0
"87016",55,22,0,0,0,0
"87017",0,0,0,0,0,0
"87018",0,0,0,0,0,0
"87020",37,262,0,76,0,0
"87021",34,62,0,39,0,0
"87022",0,0,0,9,0,0
"87023",0,10,0,0,0,0
"87024",0,0,0,77,0,0
"87025",0,0,0,0,0,0
"87026",7,8,0,70,0,0
"87027",0,0,0,0,0,0
"87028",0,0,0,0,0,0
"87029",0,0,0,0,0,0
"87031",127,531,0,35,0,0
"87032",0,0,0,0,0,0
"87034",0,0,0,46,0,0
"87035",97,32,0,0,0,0
"87036",5,64,0,0,0,0
"87037",0,0,0,10,0,0
"87038",0,0,0,12,0,0
"87040",0,0,0,16,0,0
"87041",0,2,0,0,0,0
"87042",33,74,0,0,0,0
"87043",0,53,12,0,0,0
"87044",0,0,0,0,0,0
"87045",0,0,0,25,0,0
"87046",0,0,0,0,0,0
"87047",0,11,0,0,0,0
"87048",21,53,0,0,0,0
"87049",0,13,0,55,0,0
"87051",0,0,0,0,0,0
"87052",0,0,0,60,0,0
"87053",0,0,0,15,0,0
"87056",0,0,0,0,0,0
"87059",53,43,0,0,0,0
"87061",0,0,0,0,0,0
"87062",0,24,10,0,0,0
"87063",0,0,0,0,0,0
"87064",0,0,0,0,0,0
"87068",0,29,0,34,0,0
"87070",0,0,0,0,0,0
"87072",0,0,0,0,0,0
"87083",0,0,0,3,0,0
"87102",14,225,0,4,0,0
"87104",78,127,0,0,0,0
"87105",107,823,3,80,0,0
"87106",70,63,0,13,0,0
"87107",227,181,2,7,0,0
"87108",80,475,44,117,35,0
"87109",147,134,112,22,0,0
"87110",129,123,13,8,19,0
"87111",372,272,10,0,27,0
"87112",245,216,49,49,31,0
"87113",34,315,0,0,24,0
"87114",376,696,67,17,48,0
"87116",14,0,0,0,0,0
"87117",0,0,0,0,0,0
"87120",272,366,14,0,7,0
"87121",32,933,55,34,0,0
"87122",269,82,2,0,21,0
"87123",258,331,69,29,90,0
"87124",319,396,33,18,0,0
"87144",237,325,9,9,8,0
"87301",63,209,0,341,20,0
"87305",0,0,0,39,0,0
"87310",0,0,0,5,0,0
"87311",0,0,0,60,0,0
"87312",0,0,0,10,0,0
"87313",0,0,0,140,0,0
"87315",0,0,0,0,0,0
"87316",0,0,0,28,0,0
"87317",0,0,0,0,0,0
"87319",0,0,0,46,0,0
"87320",0,0,0,4,0,0
"87321",0,0,0,26,0,0
"87322",0,0,0,3,0,0
"87323",0,28,0,84,0,4
"87325",0,0,0,80,0,0
"87326",5,8,0,31,0,0
"87327",0,0,0,123,0,0
"87328",0,3,0,87,0,0
"87347",0,0,0,0,0,0
"87357",0,0,0,5,0,0
"87364",1,0,0,27,0,0
"87375",0,0,0,91,0,0
"87401",107,221,0,282,0,0
"87402",113,43,0,8,0,0
"87410",46,16,0,12,0,0
"87412",0,0,0,0,0,0
"87413",33,90,0,102,0,0
"87415",0,7,0,0,0,0
"87416",0,4,0,87,0,0
"87417",89,0,0,53,0,0
"87418",85,27,0,13,0,0
"87419",0,0,0,0,0,0
"87420",0,64,0,383,0,0
"87421",0,0,0,17,0,0
"87455",0,0,0,33,0,0
"87461",0,0,0,14,0,0
"87499",0,0,0,0,0,0
"87501",28,33,0,0,0,0
"87505",140,191,0,0,0,0
"87506",23,104,1,37,0,0
"87507",56,663,0,14,9,0
"87508",60,55,4,9,0,0
"87510",0,0,0,0,0,0
"87511",2,6,0,0,0,0
"87512",0,0,0,0,0,0
"87513",0,0,0,0,0,0
"87514",0,0,0,0,0,0
"87515",0,0,0,0,0,0
"87516",0,0,0,0,0,0
"87517",0,0,0,0,0,0
"87518",0,0,0,0,0,0
"87519",0,0,0,0,0,0
"87520",0,0,0,0,0,0
"87521",0,37,0,1,0,0
"87522",0,71,0,0,0,0
"87523",0,0,0,0,0,0
"87524",0,0,0,0,0,0
"87525",0,0,0,0,0,0
"87527",0,0,0,0,0,0
"87528",0,26,0,69,0,0
"87529",4,85,0,0,0,0
"87530",0,0,0,0,0,0
"87531",0,0,0,0,0,0
"87532",14,275,0,31,0,0
"87533",0,0,0,0,0,0
"87535",0,42,0,0,0,0
"87537",0,34,0,0,0,0
"87538",0,0,0,0,0,0
"87539",0,0,0,0,0,0
"87540",0,0,0,0,0,0
"87543",0,48,0,0,0,0
"87544",137,63,0,0,8,0
"87548",0,0,0,0,0,0
"87549",0,0,0,0,0,0
"87551",0,0,0,0,0,0
"87552",0,39,0,0,0,0
"87553",0,9,0,0,0,0
"87554",0,0,0,0,0,0
"87556",0,27,0,6,0,0
"87557",0,176,0,0,0,0
"87558",8,0,0,0,0,0
"87560",0,124,0,0,0,0
"87562",0,20,0,0,0,0
"87564",0,0,0,0,0,0
