" ","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12"
"03275",184,0,0,0,0,0
"03276",188,0,0,0,0,0
"03278",34,7,0,0,0,0
"03279",12,0,0,0,0,0
"03280",15,0,0,0,0,0
"03281",152,0,0,16,0,0
"03282",19,0,0,0,0,0
"03284",13,0,0,0,0,0
"03285",44,0,0,0,0,0
"03287",13,0,0,0,0,0
"03290",45,0,0,0,0,0
"03291",0,0,0,0,0,0
"03293",0,0,0,0,0,0
"03301",403,45,1,0,1,0
"03303",162,23,4,0,0,0
"03304",135,0,0,0,0,0
"03307",87,0,0,0,0,0
"03431",163,0,0,14,0,0
"03440",24,0,0,0,0,0
"03441",0,11,0,0,0,0
"03442",18,0,0,0,0,0
"03443",11,0,0,0,0,0
"03444",10,0,0,0,0,0
"03445",0,0,0,0,0,0
"03446",84,0,0,0,0,0
"03447",32,0,0,0,0,0
"03448",2,3,0,0,0,0
"03449",16,7,0,0,0,0
"03450",0,0,0,0,0,0
"03451",42,10,0,0,0,0
"03452",136,0,0,0,0,0
"03455",22,0,0,0,0,0
"03456",5,0,0,0,0,0
"03457",11,0,0,0,0,0
"03458",111,0,0,0,19,0
"03461",58,0,0,0,0,0
"03462",0,20,0,0,0,0
"03464",12,0,0,0,0,0
"03465",31,0,0,0,0,0
"03466",0,0,0,0,0,0
"03467",23,0,0,0,0,0
"03470",37,0,3,0,0,0
"03561",29,0,0,0,0,0
"03570",106,5,5,12,10,0
"03574",9,0,0,0,0,0
"03575",0,0,0,0,0,0
"03576",20,0,0,0,0,0
"03579",0,0,0,0,0,0
"03580",28,1,0,0,0,0
"03581",47,1,0,0,0,0
"03582",66,0,0,0,0,0
"03583",12,0,0,0,0,0
"03584",55,0,0,0,0,0
"03585",27,3,0,0,0,0
"03586",0,0,0,0,0,0
"03588",12,0,0,0,0,0
"03590",19,0,0,0,0,0
"03592",16,0,0,0,0,0
"03593",2,0,0,0,0,0
"03595",12,0,0,0,0,0
"03597",4,0,0,0,0,0
"03598",87,0,0,0,0,0
"03601",0,0,0,0,0,0
"03602",46,0,0,0,0,0
"03603",48,0,0,0,0,0
"03604",0,0,0,0,0,0
"03605",9,0,0,0,0,0
"03607",6,0,0,0,0,0
"03608",18,0,0,0,9,0
"03609",0,0,0,0,0,0
"03740",15,0,0,0,0,0
"03741",37,0,0,0,0,0
"03743",136,0,0,0,0,0
"03745",15,0,0,0,7,0
"03746",0,0,0,0,0,0
"03748",53,0,0,0,0,0
"03750",78,0,0,0,0,0
"03751",25,0,0,0,0,0
"03752",4,0,0,0,0,0
"03753",23,0,0,0,0,0
"03754",0,0,0,0,0,0
"03755",123,0,0,0,0,0
"03765",0,0,0,0,0,0
"03766",70,32,0,0,0,0
"03768",16,2,0,0,4,0
"03770",20,0,0,0,0,0
"03771",6,0,0,0,0,0
"03773",173,0,0,0,0,0
"03774",8,0,0,0,0,0
"03777",21,3,0,0,0,0
"03779",23,0,0,0,0,0
"03780",0,0,0,0,0,0
"03781",33,0,0,0,0,0
"03782",13,0,0,0,0,0
"03784",0,0,0,0,0,0
"03785",15,0,0,0,0,0
"03801",218,19,4,0,21,6
"03809",66,0,0,0,0,0
"03810",18,0,0,0,0,0
"03811",154,0,0,0,0,0
"03812",23,0,0,0,0,0
"03813",35,0,0,0,0,0
"03814",35,0,0,0,0,0
"03816",28,0,0,0,0,0
"03817",0,0,0,0,0,0
"03818",32,0,34,0,0,0
"03819",80,0,0,0,0,0
"03820",329,0,0,0,23,0
"03823",22,0,0,0,4,0
"03824",97,0,0,0,0,0
"03825",87,0,0,0,0,0
"03826",41,0,0,0,0,0
"03827",31,0,0,0,0,0
"03830",21,0,0,0,0,0
"03832",11,0,0,0,0,0
"03833",264,0,0,0,0,0
"03835",47,0,0,0,0,0
"03836",16,0,0,0,0,0
"03837",0,0,0,0,0,0
"03838",0,0,0,0,0,0
"03839",61,0,0,0,0,0
"03840",29,0,0,0,0,0
"03841",131,0,0,0,0,0
"03842",174,0,0,0,0,0
"03844",22,0,0,0,0,0
"03845",10,0,0,0,0,0
"03846",16,0,0,0,0,0
"03847",0,0,0,0,0,0
"03848",39,0,0,0,0,0
"03849",4,0,0,0,0,0
"03850",0,0,0,0,0,0
"03851",61,0,0,0,0,0
"03852",0,0,0,0,0,0
"03853",0,0,0,0,0,0
"03854",0,0,0,0,0,0
"03855",8,0,0,0,0,0
"03856",32,4,0,0,0,0
"03857",200,0,37,0,0,0
"03858",39,0,0,0,0,0
"03860",59,0,0,0,0,0
"03861",106,0,0,0,0,0
"03862",79,0,0,0,0,0
"03864",0,0,0,0,0,0
"03865",118,0,0,0,0,0
"03867",262,35,0,0,0,0
"03868",114,0,0,0,0,0
"03869",35,0,0,0,0,0
"03870",87,0,0,0,0,0
"03871",0,0,0,0,0,0
"03872",4,0,0,0,0,0
"03873",46,0,0,0,0,0
"03874",35,0,0,0,36,0
"03875",16,0,0,0,0,0
"03878",153,49,1,0,0,0
"03882",19,0,0,0,0,0
"03883",0,0,0,0,0,0
"03884",66,30,0,0,0,0
"03885",123,0,0,0,0,0
"03886",60,0,0,0,0,0
"03887",18,0,0,0,0,0
"03890",0,0,0,0,0,0
"03894",38,0,0,0,0,0
"03901",73,0,0,0,0,0
"03902",0,0,0,0,0,0
"03903",89,0,0,12,0,0
"03904",95,0,0,0,0,0
"03905",0,0,0,0,0,0
"03906",28,0,0,0,0,0
"03907",14,0,0,0,0,0
"03908",193,0,0,0,0,0
"03909",177,0,0,0,0,0
"03910",0,0,0,0,0,0
"03911",0,0,0,0,0,0
"04001",16,10,0,0,0,0
"04002",75,0,0,0,0,0
"04003",0,0,0,0,0,0
"04005",387,0,0,0,9,0
"04006",0,0,0,0,0,0
"04008",8,0,0,0,0,0
"04009",67,1,1,0,0,0
"04010",23,0,0,0,0,0
"04011",225,0,0,0,0,0
"04015",48,1,3,0,0,0
"04017",18,0,0,0,0,0
"04019",0,0,0,0,0,0
"04020",21,0,0,0,0,0
"04021",146,0,0,0,0,0
"04022",8,0,0,0,0,0
"04024",0,0,0,0,0,0
"04027",14,0,0,0,0,0
"04029",21,0,0,0,0,0
"04030",101,0,0,0,0,0
"04032",102,0,7,0,0,0
"04037",59,0,0,0,0,0
"04038",394,8,0,0,0,0
"04039",91,0,0,0,0,0
"04040",8,0,0,0,0,0
"04041",21,0,0,0,0,0
"04042",21,0,0,0,0,0
"04043",156,0,0,0,0,0
"04046",52,0,31,0,0,0
"04047",9,0,0,0,0,0
"04048",59,0,0,0,8,0
"04049",93,0,0,0,0,0
"04050",4,0,0,0,0,0
"04051",16,0,0,0,0,0
"04055",27,0,0,0,0,0
"04056",0,0,0,0,0,0
"04057",0,0,0,0,0,0
"04061",14,0,0,0,0,0
"04062",227,0,1,0,0,0
"04063",0,0,0,0,0,0
"04064",41,0,0,0,0,0
"04066",0,0,0,0,0,0
"04068",14,0,0,0,0,0
"04069",26,0,0,0,0,0
"04071",14,0,0,0,0,0
"04072",261,43,0,0,23,0
"04073",153,6,1,0,0,0
"04074",244,0,0,0,17,0
"04076",43,0,0,0,4,0
"04079",32,0,0,0,0,0
"04083",37,52,0,0,0,0
"04084",93,0,0,0,0,0
"04085",35,0,1,0,0,0
"04086",112,0,0,0,0,0
"04087",27,20,0,0,0,0
"04088",34,0,0,0,0,0
"04090",162,0,0,0,45,0
"04091",8,0,0,0,0,0
"04092",105,9,49,0,0,0
"04093",112,0,0,0,0,0
"04095",18,0,0,0,0,0
"04096",187,0,0,0,0,0
"04097",31,0,2,0,0,0
"04101",59,26,72,0,8,0
"04102",146,5,6,0,22,0
"04103",366,0,63,0,74,0
"04105",136,0,13,0,0,0
"04106",403,2,5,0,16,0
"04107",144,0,24,0,0,0
"04108",19,0,0,0,0,0
"04109",0,0,0,0,0,0
"04110",0,0,0,0,0,0
"04210",297,8,10,8,0,0
"04216",3,0,0,0,0,0
"04217",40,0,0,0,0,0
"04219",22,0,0,0,0,0
"04220",29,0,0,0,9,0
"04221",15,0,0,0,0,0
"04222",38,0,0,0,0,0
"04224",61,0,0,0,0,0
"04226",8,0,0,0,0,0
"04227",0,0,0,0,0,0
"04228",0,0,0,0,0,0
"04231",2,0,0,0,0,0
"04234",0,0,0,0,0,0
"04236",57,0,0,0,0,0
"04237",2,0,0,0,0,0
"04238",17,0,0,0,0,0
"04239",64,0,0,0,0,0
"04240",297,0,35,0,12,0
"04250",98,0,0,0,0,0
"04252",28,0,0,0,0,0
"04253",26,0,0,0,0,0
"04254",71,0,0,0,0,0
"04255",8,0,0,0,0,0
"04256",12,0,0,0,0,0
"04257",4,0,0,0,0,0
"04258",20,5,4,0,0,0
"04259",36,9,0,0,0,0
"04260",27,0,0,0,0,0
"04261",0,0,0,0,0,0
"04263",58,0,0,0,0,0
"04265",9,0,0,0,0,0
"04267",0,0,0,0,0,0
"04268",18,0,0,0,0,0
"04270",56,0,0,0,0,0
"04271",0,0,0,0,0,0
"04274",131,0,0,0,0,0
"04275",5,0,0,0,0,0
"04276",96,0,0,0,0,0
"04280",153,0,0,0,0,0
"04281",65,0,0,0,0,0
"04282",65,0,0,0,0,0
"04284",20,0,0,0,0,0
"04285",0,0,0,3,0,0
"04286",0,0,0,0,0,0
"04287",28,4,0,0,0,0
"04289",12,0,0,0,0,0
"04290",29,0,0,0,0,0
"04292",14,0,0,0,0,0
"04294",96,0,0,0,0,0
"04330",367,0,0,0,0,0
"04342",5,0,0,0,0,0
"04343",18,0,0,0,0,0
"04344",41,0,0,0,0,0
"04345",173,5,0,0,0,0
"04346",29,10,0,0,0,0
"04347",24,0,0,0,96,0
"04348",36,17,0,0,14,0
"04349",11,0,0,0,0,0
"04350",11,0,0,0,0,0
"04351",66,0,0,0,0,0
"04352",36,0,5,0,0,0
"04353",24,0,0,0,0,0
"04354",43,0,0,0,0,0
"04355",37,0,0,0,0,0
"04357",55,0,0,0,0,0
"04358",57,0,0,0,0,0
"04359",0,0,0,0,0,0
"04360",0,0,0,0,0,0
"04363",13,0,0,0,0,0
"04364",108,0,0,0,0,0
"04401",510,0,19,0,0,0
"04406",9,0,0,0,0,0
"04408",4,0,0,0,0,0
"04410",11,0,0,0,0,0
"04411",0,0,0,0,0,0
"04412",103,0,3,0,0,0
"04413",0,0,0,0,0,0
"04414",19,0,0,0,0,0
"04415",0,0,0,0,0,0
"04416",71,0,0,0,0,0
"04417",0,0,0,0,0,0
"04418",5,0,0,0,0,0
"04419",50,0,0,0,0,0
"04421",2,0,0,0,0,0
"04422",31,0,3,0,0,0
"04424",0,0,0,0,0,0
"04426",44,0,0,0,0,0
"04427",49,0,0,0,0,0
"04428",60,0,0,0,0,0
"04429",42,24,0,0,0,0
"04430",24,0,0,0,0,0
"04431",0,0,0,0,0,0
"04434",20,0,0,0,0,0
"04435",19,0,0,0,0,0
"04438",0,0,0,0,0,0
"04441",6,0,0,0,0,0
"04442",0,0,0,0,0,0
"04443",41,0,0,0,0,0
"04444",119,0,0,0,0,0
"04448",40,0,0,0,0,0
"04449",18,0,0,0,0,0
"04450",0,0,0,0,0,0
"04451",0,0,0,0,4,0
"04453",9,0,0,0,0,0
"04454",0,0,0,0,0,0
"04455",9,0,0,0,0,0
"04456",32,0,0,0,0,0
"04457",123,0,0,0,0,0
"04459",5,3,0,0,0,0
"04460",15,0,0,0,0,0
"04461",36,0,0,0,0,0
"04462",84,0,0,0,0,0
"04463",35,6,0,0,0,0
"04464",4,3,0,0,0,0
"04468",41,0,0,29,0,0
"04469",0,0,0,0,0,0
"04471",3,0,2,0,0,0
"04472",30,0,0,0,0,0
"04473",70,5,0,0,9,0
"04474",57,0,0,0,0,0
"04475",3,0,0,3,0,0
"04476",4,0,0,0,0,0
"04478",7,0,0,0,0,0
"04479",12,0,0,0,0,0
"04481",32,0,0,0,0,0
"04485",7,0,0,0,0,0
"04487",11,0,0,0,0,0
"04488",16,0,0,0,0,0
"04489",0,0,0,0,0,0
"04490",5,0,0,0,0,0
"04491",0,0,0,0,0,0
"04492",3,0,0,0,0,0
"04493",4,10,0,0,0,0
"04495",4,0,0,0,0,0
"04496",57,0,0,0,0,0
"04497",2,0,0,0,0,0
"04530",105,0,0,0,0,0
"04535",2,0,0,0,0,0
"04537",27,0,0,0,0,0
"04538",44,0,0,0,0,0
"04539",0,0,0,0,0,0
"04541",0,0,0,0,0,0
"04543",47,0,0,0,0,0
"04544",0,0,0,0,0,0
"04547",4,0,0,0,0,0
"04548",0,0,0,0,0,0
"04551",22,0,0,0,0,0
"04553",12,0,0,0,0,0
"04554",0,0,0,0,0,0
"04555",52,0,0,0,0,0
"04556",15,0,0,0,0,0
"04558",0,0,0,0,0,0
"04562",30,0,0,0,0,0
"04563",35,0,0,0,0,0
"04564",0,0,0,0,0,0
"04568",8,0,0,0,0,0
"04570",0,0,0,0,0,0
"04571",0,0,0,0,0,0
"04572",54,0,0,0,0,0
"04573",8,0,0,0,0,0
"04574",19,0,0,0,0,0
"04575",0,0,0,0,0,0
"04576",0,0,0,0,0,0
"04578",97,0,0,5,0,0
"04579",67,4,0,0,0,0
"04605",72,0,0,0,0,0
"04606",14,0,0,0,0,0
"04607",15,0,0,0,0,0
"04609",53,33,0,0,0,0
"04611",0,0,0,0,0,0
"04612",6,0,0,0,0,0
"04613",0,0,0,0,0,0
"04614",49,0,0,0,0,0
"04616",2,0,0,0,0,0
"04617",14,0,0,0,0,0
"04619",33,0,0,0,0,0
"04622",29,0,0,0,0,0
"04623",12,0,13,0,0,0
"04624",0,0,0,0,0,0
"04625",0,0,0,0,0,0
"04626",3,4,0,0,0,0
"04627",9,0,0,0,0,0
"04628",5,0,0,0,0,0
"04629",0,0,0,0,0,0
"04630",18,2,0,0,0,0
"04631",10,0,2,0,0,0
"04634",16,3,0,0,0,0
"04635",7,0,0,0,0,0
"04637",0,0,0,0,0,0
"04640",3,0,0,0,0,0
"04642",0,0,0,0,0,0
"04643",16,0,0,0,0,0
"04644",0,0,0,0,0,0
"04645",0,0,0,0,0,0
"04646",0,0,0,0,0,0
"04648",4,0,0,0,0,0
"04649",18,0,4,0,0,0
"04650",12,0,0,0,0,0
"04652",31,0,0,0,0,0
"04653",0,0,0,0,0,0
"04654",27,0,0,0,0,0
"04655",12,7,0,0,0,0
"04657",3,0,0,0,0,0
"04658",5,8,0,0,0,0
"04660",0,0,0,0,0,0
"04662",13,0,0,0,0,0
"04664",2,0,0,0,0,0
"04666",12,0,0,0,0,0
"04667",8,0,0,8,0,0
"04668",19,0,0,9,0,0
"04669",0,0,0,0,0,0
"04671",0,0,0,0,0,0
"04673",0,0,0,0,0,0
"04674",0,0,0,0,0,0
"04675",0,0,0,0,0,0
"04676",9,0,0,0,0,0
"04677",1,0,0,0,0,0
"04679",18,0,0,0,0,0
"04680",17,0,0,1,0,0
"04681",14,0,0,0,0,0
"04683",0,0,0,0,0,0
"04684",16,0,15,0,0,0
"04685",0,0,0,0,0,0
"04686",0,0,0,0,0,0
"04691",12,0,0,0,0,0
"04693",0,0,0,0,0,0
"04694",50,3,0,0,0,0
"04730",146,24,0,6,0,0
"04732",14,0,0,0,0,0
"04733",3,0,0,0,0,0
"04734",12,0,0,0,0,0
"04735",13,0,0,0,0,0
"04736",167,1,0,0,0,0
"04739",9,0,1,0,0,0
"04740",10,0,0,0,0,0
"04741",0,0,0,0,0,0
"04742",68,0,0,0,0,0
"04743",30,0,0,0,0,0
"04745",25,0,0,0,0,0
"04746",12,0,0,0,0,0
"04747",15,0,0,0,0,0
"04750",101,8,8,0,0,0
"04756",37,0,15,0,0,0
"04757",44,0,0,0,0,0
"04758",23,0,4,0,0,0
"04760",2,0,0,0,0,0
"04761",3,0,0,0,0,0
"04762",0,0,0,0,0,0
"04763",12,0,0,0,0,0
"04764",0,0,0,0,0,0
"04765",12,0,0,0,0,0
"04766",9,0,0,1,0,0
"04768",2,0,0,0,0,0
"04769",144,3,3,0,0,0
"04772",3,0,0,0,0,0
"04773",0,0,0,0,0,0
"04774",5,0,0,0,0,0
"04776",12,0,0,0,0,0
"04777",0,0,0,0,0,0
"04779",0,0,0,0,0,0
"04780",5,0,0,0,0,0
"04781",3,0,0,0,0,0
"04783",2,0,0,0,0,0
"04785",46,0,0,0,0,0
"04786",30,0,0,0,0,0
"04787",0,0,0,0,0,0
"04841",59,0,0,0,0,0
"04843",30,0,0,0,0,0
"04847",17,7,0,0,0,0
"04848",9,0,0,0,0,0
"04849",42,5,0,0,0,0
"04851",0,0,0,0,0,0
"04852",0,0,0,0,0,0
"04853",0,0,0,0,0,0
"04854",13,0,0,0,0,0
"04855",0,0,0,0,0,0
"04856",55,6,0,0,0,0
"04858",0,0,0,0,0,0
"04859",0,0,0,0,0,0
"04860",11,0,0,0,0,0
"04861",31,0,0,0,0,0
"04862",34,0,0,0,0,0
"04863",14,0,0,0,0,0
"04864",59,0,0,0,0,0
"04901",204,65,41,0,0,0
"04910",15,0,0,0,0,0
"04911",27,0,0,0,0,0
"04912",27,0,0,0,0,0
"04915",22,0,0,0,0,0
"04917",35,7,0,0,0,0
"04918",0,0,0,0,0,0
"04920",7,0,0,0,0,0
"04921",14,0,0,0,0,0
"04922",16,0,0,0,0,0
"04923",8,0,0,0,0,0
"04924",54,0,0,0,0,0
"04925",0,0,0,0,0,0
"04926",0,0,0,0,0,0
"04927",40,0,0,0,0,0
"04928",28,0,0,0,0,0
"04929",27,0,0,0,0,0
"04930",62,0,0,0,0,0
"04932",21,0,0,0,0,0
"04933",0,0,0,0,0,0
"04936",0,0,0,0,0,0
"04937",17,0,0,0,0,0
"04938",108,0,0,0,0,0
"04939",22,0,0,0,0,0
"04940",0,0,0,0,0,0
"04941",26,4,0,0,0,0
"04942",11,0,0,0,0,0
"04943",21,0,0,0,0,0
"04944",0,0,0,0,0,0
"04945",30,0,0,0,0,0
"04947",33,0,0,0,0,0
"04949",15,0,0,0,0,0
"04950",91,0,3,0,0,0
"04951",22,0,0,0,0,0
"04952",22,6,0,0,0,0
"04953",58,0,0,0,9,0
"04955",5,9,0,9,0,0
"04956",0,0,0,0,0,0
"04957",34,0,0,0,0,0
"04958",21,0,0,0,0,0
"04961",7,0,0,0,0,0
"04962",0,0,0,0,0,0
"04963",86,0,22,17,0,0
"04964",0,0,0,0,0,0
"04965",41,0,0,0,0,0
"04966",21,0,0,0,0,0
"04967",30,0,0,0,0,0
"04969",19,0,1,0,0,0
"04970",0,0,0,0,0,0
"04971",30,0,0,0,0,0
"04973",11,0,0,0,0,0
"04974",52,0,0,0,0,0
"04975",0,0,0,0,0,0
"04976",112,0,0,0,0,0
"04978",17,0,0,0,0,0
"04979",0,0,0,0,0,0
"04981",21,0,0,0,0,0
"04982",5,0,0,0,0,0
"04983",11,0,0,0,0,0
"04984",4,0,0,0,0,0
"04985",0,0,0,0,0,0
"04986",17,0,0,0,0,0
"04987",8,0,0,0,0,0
"04988",10,0,0,0,0,0
"04989",62,0,0,0,0,0
"04992",0,0,0,0,0,0
"05001",169,0,0,0,0,0
"05031",0,0,0,0,0,0
"05032",25,0,0,0,0,0
"05033",45,0,0,0,0,0
"05034",0,0,0,0,0,0
"05035",3,0,0,0,0,0
"05036",25,0,0,0,0,0
"05037",2,0,0,0,0,0
"05038",13,0,0,0,0,0
"05039",6,0,0,0,0,0
"05040",0,0,0,0,0,0
"05041",0,0,0,0,0,0
"05042",8,0,0,0,0,0
"05043",6,0,0,0,0,0
"05045",25,0,0,0,0,0
"05046",4,0,0,0,0,0
"05048",40,0,0,0,0,0
"05050",4,0,0,0,0,0
"05051",6,0,0,0,0,0
"05052",0,0,0,0,0,0
"05053",0,0,0,0,0,0
"05055",12,0,0,0,5,0
"05056",0,0,0,0,0,0
"05058",5,0,0,0,0,0
"05059",0,0,0,0,0,0
"05060",75,0,0,8,0,0
"05061",16,0,0,0,0,0
"05062",0,0,0,0,0,0
"05065",4,0,0,0,0,0
"05067",0,0,0,0,5,0
"05068",7,0,0,0,2,0
"05069",0,0,0,0,0,0
"05070",7,0,0,0,0,0
"05071",0,0,0,0,0,0
"05072",9,0,0,0,0,0
"05075",15,0,0,0,0,0
"05076",25,0,0,0,0,0
"05077",13,0,0,0,0,0
"05079",0,0,0,0,0,0
"05081",0,0,0,0,0,0
"05083",9,0,0,0,0,0
"05084",0,0,0,0,0,0
"05086",13,0,0,0,0,0
"05089",74,1,0,0,0,0
"05091",29,0,0,0,0,0
"05101",115,24,0,0,24,0
"05141",0,0,0,0,0,0
"05142",16,0,0,0,0,0
"05143",16,0,0,0,3,0
"05146",3,0,0,0,0,0
"05148",18,0,0,0,0,0
"05149",32,0,1,0,0,0
"05150",0,0,0,0,0,0
"05151",13,0,0,0,0,0
"05152",4,0,0,0,0,0
"05153",4,7,0,0,0,0
"05154",1,0,0,0,0,0
"05155",5,0,0,0,0,0
"05156",58,0,1,0,0,0
"05158",15,7,0,0,0,0
"05161",10,0,0,0,0,0
"05201",212,0,0,0,0,0
"05250",38,0,0,0,0,0
"05251",10,0,0,0,0,0
"05252",3,0,0,0,0,0
"05253",11,0,0,0,0,0
"05254",8,13,0,0,0,0
"05255",120,0,0,0,0,0
"05257",31,0,0,0,0,0
"05260",0,0,0,0,0,0
"05261",29,0,0,0,0,0
"05262",22,0,0,0,0,0
"05301",201,9,0,0,0,0
"05340",9,0,0,0,0,0
"05341",0,0,0,0,0,0
"05342",7,0,0,0,0,0
"05343",9,0,0,0,0,0
"05345",18,6,0,0,0,0
"05346",85,0,0,0,0,0
"05350",3,0,0,0,0,0
"05352",4,0,0,0,0,0
"05353",12,0,0,0,0,0
"05354",38,0,0,0,0,0
"05355",5,0,0,0,0,0
"05356",7,0,0,0,0,0
"05358",0,0,0,0,0,0
"05359",5,0,0,0,3,0
"05360",0,0,0,0,0,0
"05361",14,0,0,0,0,0
"05362",3,0,0,0,0,0
"05363",49,0,0,0,0,0
"05401",126,18,44,12,65,0
"05403",164,0,0,0,9,0
"05404",43,0,3,9,0,0
"05405",0,0,0,0,0,0
"05408",38,0,8,0,0,0
"05439",0,0,1,0,0,0
"05440",11,0,0,0,0,0
"05441",17,0,0,0,0,0
"05442",3,0,0,0,0,0
"05443",100,0,0,0,0,0
"05444",4,0,0,0,0,0
"05445",32,0,0,0,0,0
"05446",102,11,15,0,0,0
"05447",0,0,0,0,0,0
"05448",21,0,0,0,0,0
"05450",74,0,0,0,0,0
"05452",317,0,7,0,0,0
"05454",110,0,0,0,0,0
"05455",26,0,0,0,0,0
"05456",8,0,0,0,0,0
"05457",16,4,0,0,0,0
"05458",17,0,0,0,0,0
"05459",30,0,0,0,0,0
"05461",84,0,0,0,0,0
"05462",56,0,0,0,0,0
"05463",0,0,0,0,0,0
"05464",22,2,0,0,0,0
"05465",103,0,0,0,0,0
"05468",237,0,0,0,0,0
"05471",12,0,0,0,0,0
"05472",22,0,0,0,0,0
"05473",21,0,0,0,0,0
"05474",10,0,0,0,0,0
"05476",23,31,0,0,0,0
"05477",70,0,0,0,0,0
"05478",90,0,0,0,0,0
"05481",0,0,0,0,0,0
"05482",157,0,0,0,0,0
"05483",18,0,0,0,0,0
"05485",0,0,0,0,0,0
"05486",18,0,0,0,0,0
"05487",19,0,0,0,0,0
"05488",208,0,0,0,0,0
"05489",37,0,0,0,0,0
"05491",101,0,5,0,0,0
"05492",3,0,0,0,0,0
"05494",27,0,0,0,0,0
"05495",172,0,0,0,0,0
"05602",156,10,0,10,6,0
"05640",0,0,0,0,0,0
"05641",262,0,4,0,0,0
"05647",12,0,0,0,0,0
"05648",0,0,0,0,0,0
"05649",9,0,0,0,0,0
"05650",16,0,0,0,0,0
"05651",29,0,0,0,0,0
"05652",6,0,0,0,0,0
"05653",3,0,0,0,0,0
"05654",9,0,0,0,0,0
"05655",23,0,0,0,0,0
"05656",19,0,0,0,0,0
"05657",0,0,0,0,0,0
"05658",15,0,0,0,0,0
"05660",15,0,0,0,0,0
"05661",85,0,0,0,0,0
"05663",71,0,0,0,0,0
"05664",0,0,0,0,0,0
"05667",36,0,0,0,0,0
"05669",0,0,0,0,0,0
"05672",54,0,0,0,0,0
"05673",15,0,0,0,0,0
"05674",22,0,0,0,0,0
"05675",16,0,0,0,0,0
"05676",57,24,0,0,0,0
"05677",23,0,0,0,0,0
"05678",0,0,0,0,0,0
"05679",56,0,0,0,0,0
"05680",26,0,0,0,0,0
"05681",0,0,0,0,0,0
"05682",7,0,0,0,4,0
"05701",301,0,0,0,0,0
"05730",0,0,0,0,0,0
"05732",0,0,0,0,0,0
"05733",121,0,0,0,0,0
"05734",19,0,0,0,0,0
"05735",63,0,0,0,0,0
"05736",38,0,0,0,0,0
"05737",11,0,0,0,0,0
"05738",26,0,0,0,0,0
"05739",14,0,0,0,2,0
"05740",0,0,0,0,0,0
"05742",0,0,0,0,0,0
"05743",61,0,2,0,0,0
"05744",0,0,0,0,0,0
"05747",8,0,0,0,0,0
"05748",2,0,0,0,0,0
"05751",6,0,0,0,0,0
"05753",67,0,0,0,0,0
"05757",0,0,0,0,0,0
"05758",0,0,0,0,0,0
"05759",0,0,0,0,0,0
"05760",32,0,0,0,0,0
"05761",8,0,0,0,0,0
"05762",17,0,0,0,0,0
"05763",24,0,0,0,0,0
"05764",36,0,0,0,0,0
"05765",16,0,0,0,0,0
"05766",17,0,0,0,0,0
"05767",12,0,1,0,0,0
"05769",21,0,0,0,0,0
"05770",16,0,0,0,0,0
"05772",4,0,0,0,0,0
"05773",2,0,0,0,0,0
"05774",18,0,0,0,0,0
"05775",14,0,0,0,0,0
"05776",17,0,0,0,0,0
"05777",67,0,0,0,0,0
"05778",5,0,0,0,0,0
"05819",200,3,0,0,0,0
"05820",8,0,0,0,0,0
"05821",3,0,0,0,0,0
"05822",38,0,0,0,0,0
"05824",13,0,0,0,0,0
"05825",3,0,0,0,0,0
"05826",5,0,0,0,0,0
"05827",6,0,0,0,0,0
"05828",0,0,0,0,0,0
"05829",27,0,0,0,0,0
"05830",14,0,0,0,0,0
"05832",4,0,0,0,0,0
"05833",0,0,0,0,0,0
"05836",8,0,0,0,0,0
"05837",0,2,0,0,0,0
"05839",13,0,0,0,0,0
"05841",0,0,0,0,0,0
"05842",9,0,0,0,0,0
"05843",23,0,0,0,0,0
"05845",6,0,0,0,0,0
"05846",8,0,0,0,0,0
"05847",20,15,0,0,0,0
"05850",0,0,0,0,0,0
"05851",58,0,0,5,0,0
"05853",8,0,0,0,0,0
"05855",118,0,19,0,0,0
"05857",40,0,0,0,0,0
"05858",6,0,0,0,0,0
"05859",40,0,0,0,0,0
"05860",29,0,0,0,0,0
"05862",0,0,0,0,0,0
"05866",0,0,0,0,0,0
"05867",9,0,0,0,0,0
"05868",0,0,0,0,0,0
"05871",30,0,0,0,0,0
"05872",0,0,0,0,0,0
"05873",7,0,0,0,0,0
"05874",0,0,0,0,0,0
"05875",3,0,0,0,0,0
"05901",0,0,0,0,0,0
"05902",9,0,0,0,0,0
"05903",11,3,0,0,0,0
"05904",0,0,0,0,0,0
"05905",10,0,1,0,0,0
"05906",13,0,0,0,0,0
"05907",0,0,0,0,0,0
"06001",185,6,0,0,16,0
"06002",55,18,183,0,20,0
"06010",533,144,105,0,88,6
"06013",55,0,0,0,9,0
"06016",51,0,0,0,0,0
"06018",0,0,0,0,0,0
"06019",139,54,0,0,0,0
"06020",0,0,0,0,0,0
"06021",3,0,0,0,0,0
"06022",0,0,0,0,0,0
"06023",19,0,0,0,0,0
"06024",31,0,0,0,0,0
"06026",55,0,42,0,0,0
"06027",20,0,0,0,0,0
"06029",127,0,0,0,0,0
"06031",5,0,0,0,0,0
"06032",149,0,0,0,37,0
