"","county","state","county_12th_hispanic","county_12th_white","county_12th_black","county_12th_native","county_12th_asianPI","id","total"
"1600","Wright"," Missouri",9,331,0,0,2,"Wright, Missouri",342
"1601","St. Louis city"," Missouri",78,792,3351,13,50,"St. Louis city, Missouri",4284
"1602","Beaverhead"," Montana",0,78,0,0,0,"Beaverhead, Montana",78
"1603","Big Horn"," Montana",30,27,0,124,0,"Big Horn, Montana",181
"1604","Blaine"," Montana",1,54,0,48,5,"Blaine, Montana",108
"1605","Broadwater"," Montana",0,87,0,0,0,"Broadwater, Montana",87
"1606","Carbon"," Montana",3,109,0,0,0,"Carbon, Montana",112
"1607","Carter"," Montana",0,20,0,0,0,"Carter, Montana",20
"1608","Cascade"," Montana",106,868,2,72,0,"Cascade, Montana",1048
"1609","Chouteau"," Montana",0,64,0,6,0,"Chouteau, Montana",70
"1610","Custer"," Montana",0,184,0,0,0,"Custer, Montana",184
"1611","Daniels"," Montana",0,5,0,0,0,"Daniels, Montana",5
"1612","Dawson"," Montana",0,69,0,0,0,"Dawson, Montana",69
"1613","Deer Lodge"," Montana",18,214,0,0,0,"Deer Lodge, Montana",232
"1614","Fallon"," Montana",0,9,0,0,0,"Fallon, Montana",9
"1615","Fergus"," Montana",0,161,0,0,0,"Fergus, Montana",161
"1616","Flathead"," Montana",108,1048,10,35,11,"Flathead, Montana",1212
"1617","Gallatin"," Montana",57,674,0,19,51,"Gallatin, Montana",801
"1618","Garfield"," Montana",0,8,0,0,0,"Garfield, Montana",8
"1619","Glacier"," Montana",28,14,0,206,0,"Glacier, Montana",248
"1620","Golden Valley"," Montana",0,10,0,0,0,"Golden Valley, Montana",10
"1621","Granite"," Montana",13,16,0,0,0,"Granite, Montana",29
"1622","Hill"," Montana",50,104,0,67,0,"Hill, Montana",221
"1623","Jefferson"," Montana",0,86,0,0,0,"Jefferson, Montana",86
"1624","Judith Basin"," Montana",0,25,0,0,0,"Judith Basin, Montana",25
"1625","Lake"," Montana",34,204,0,174,0,"Lake, Montana",412
"1626","Lewis and Clark"," Montana",65,639,35,67,0,"Lewis and Clark, Montana",806
"1627","Liberty"," Montana",0,14,0,0,0,"Liberty, Montana",14
"1628","Lincoln"," Montana",29,216,0,1,0,"Lincoln, Montana",246
"1629","McCone"," Montana",0,21,0,0,0,"McCone, Montana",21
"1630","Madison"," Montana",0,76,0,0,0,"Madison, Montana",76
"1631","Meagher"," Montana",0,20,0,0,0,"Meagher, Montana",20
"1632","Mineral"," Montana",0,133,0,1,0,"Mineral, Montana",134
"1633","Missoula"," Montana",68,1254,0,27,0,"Missoula, Montana",1349
"1634","Musselshell"," Montana",0,51,0,0,0,"Musselshell, Montana",51
"1635","Park"," Montana",2,160,0,1,0,"Park, Montana",163
"1636","Petroleum"," Montana",0,3,0,0,0,"Petroleum, Montana",3
"1637","Phillips"," Montana",0,79,0,13,0,"Phillips, Montana",92
"1638","Pondera"," Montana",0,95,0,32,0,"Pondera, Montana",127
"1639","Powder River"," Montana",0,13,0,0,0,"Powder River, Montana",13
"1640","Powell"," Montana",11,110,2,1,0,"Powell, Montana",124
"1641","Prairie"," Montana",0,6,0,0,0,"Prairie, Montana",6
"1642","Ravalli"," Montana",10,416,0,0,0,"Ravalli, Montana",426
"1643","Richland"," Montana",26,114,0,0,0,"Richland, Montana",140
"1644","Roosevelt"," Montana",3,53,0,62,0,"Roosevelt, Montana",118
"1645","Rosebud"," Montana",0,69,0,48,0,"Rosebud, Montana",117
"1646","Sanders"," Montana",20,94,0,7,0,"Sanders, Montana",121
"1647","Sheridan"," Montana",1,49,0,0,0,"Sheridan, Montana",50
"1648","Silver Bow"," Montana",30,251,0,7,0,"Silver Bow, Montana",288
"1649","Stillwater"," Montana",0,121,5,0,0,"Stillwater, Montana",126
"1650","Sweet Grass"," Montana",0,111,0,0,0,"Sweet Grass, Montana",111
"1651","Teton"," Montana",0,83,0,0,0,"Teton, Montana",83
"1652","Toole"," Montana",0,78,4,9,0,"Toole, Montana",91
"1653","Treasure"," Montana",0,14,0,0,0,"Treasure, Montana",14
"1654","Valley"," Montana",0,94,2,6,4,"Valley, Montana",106
"1655","Wheatland"," Montana",0,41,0,0,0,"Wheatland, Montana",41
"1656","Wibaux"," Montana",0,0,0,0,0,"Wibaux, Montana",0
"1657","Yellowstone"," Montana",158,1455,0,114,12,"Yellowstone, Montana",1739
"1658","Adams"," Nebraska",32,296,0,0,42,"Adams, Nebraska",370
"1659","Antelope"," Nebraska",0,72,0,0,0,"Antelope, Nebraska",72
"1660","Arthur"," Nebraska",0,7,0,0,0,"Arthur, Nebraska",7
"1661","Banner"," Nebraska",4,10,0,0,0,"Banner, Nebraska",14
"1662","Blaine"," Nebraska",0,11,0,0,0,"Blaine, Nebraska",11
"1663","Boone"," Nebraska",8,114,0,0,0,"Boone, Nebraska",122
"1664","Box Butte"," Nebraska",84,76,0,70,0,"Box Butte, Nebraska",230
"1665","Boyd"," Nebraska",0,21,0,0,0,"Boyd, Nebraska",21
"1666","Brown"," Nebraska",0,25,0,0,0,"Brown, Nebraska",25
"1667","Buffalo"," Nebraska",65,427,22,0,0,"Buffalo, Nebraska",514
"1668","Burt"," Nebraska",3,138,0,9,0,"Burt, Nebraska",150
"1669","Butler"," Nebraska",0,148,0,0,0,"Butler, Nebraska",148
"1670","Cass"," Nebraska",32,460,0,0,7,"Cass, Nebraska",499
"1671","Cedar"," Nebraska",0,166,0,0,2,"Cedar, Nebraska",168
"1672","Chase"," Nebraska",7,37,0,0,0,"Chase, Nebraska",44
"1673","Cherry"," Nebraska",0,48,0,0,0,"Cherry, Nebraska",48
"1674","Cheyenne"," Nebraska",8,106,0,0,10,"Cheyenne, Nebraska",124
"1675","Clay"," Nebraska",9,97,0,2,0,"Clay, Nebraska",108
"1676","Colfax"," Nebraska",95,98,0,0,0,"Colfax, Nebraska",193
"1677","Cuming"," Nebraska",1,127,0,7,0,"Cuming, Nebraska",135
"1678","Custer"," Nebraska",6,156,8,0,0,"Custer, Nebraska",170
"1679","Dakota"," Nebraska",207,170,10,0,9,"Dakota, Nebraska",396
"1680","Dawes"," Nebraska",11,85,14,0,0,"Dawes, Nebraska",110
"1681","Dawson"," Nebraska",232,256,0,18,0,"Dawson, Nebraska",506
"1682","Deuel"," Nebraska",0,29,0,0,0,"Deuel, Nebraska",29
"1683","Dixon"," Nebraska",26,78,0,0,5,"Dixon, Nebraska",109
"1684","Dodge"," Nebraska",56,362,9,7,11,"Dodge, Nebraska",445
"1685","Douglas"," Nebraska",1090,4874,1354,71,206,"Douglas, Nebraska",7595
"1686","Dundy"," Nebraska",13,8,0,0,0,"Dundy, Nebraska",21
"1687","Fillmore"," Nebraska",22,69,0,0,0,"Fillmore, Nebraska",91
"1688","Franklin"," Nebraska",0,29,0,0,0,"Franklin, Nebraska",29
"1689","Frontier"," Nebraska",0,15,0,0,0,"Frontier, Nebraska",15
"1690","Furnas"," Nebraska",0,37,0,7,0,"Furnas, Nebraska",44
"1691","Gage"," Nebraska",19,318,2,0,11,"Gage, Nebraska",350
"1692","Garden"," Nebraska",0,11,0,0,0,"Garden, Nebraska",11
"1693","Garfield"," Nebraska",0,18,0,0,0,"Garfield, Nebraska",18
"1694","Gosper"," Nebraska",0,78,0,0,0,"Gosper, Nebraska",78
"1695","Grant"," Nebraska",0,6,0,0,0,"Grant, Nebraska",6
"1696","Greeley"," Nebraska",0,41,0,0,0,"Greeley, Nebraska",41
"1697","Hall"," Nebraska",412,457,89,31,0,"Hall, Nebraska",989
"1698","Hamilton"," Nebraska",0,203,0,0,0,"Hamilton, Nebraska",203
"1699","Harlan"," Nebraska",11,43,0,0,0,"Harlan, Nebraska",54
"1700","Hayes"," Nebraska",3,10,0,0,0,"Hayes, Nebraska",13
"1701","Hitchcock"," Nebraska",0,35,0,0,0,"Hitchcock, Nebraska",35
"1702","Holt"," Nebraska",0,187,0,5,0,"Holt, Nebraska",192
"1703","Hooker"," Nebraska",0,5,0,0,0,"Hooker, Nebraska",5
"1704","Howard"," Nebraska",4,83,0,0,0,"Howard, Nebraska",87
"1705","Jefferson"," Nebraska",18,102,0,0,0,"Jefferson, Nebraska",120
"1706","Johnson"," Nebraska",44,35,0,32,0,"Johnson, Nebraska",111
"1707","Kearney"," Nebraska",0,63,0,0,0,"Kearney, Nebraska",63
"1708","Keith"," Nebraska",0,77,0,0,2,"Keith, Nebraska",79
"1709","Keya Paha"," Nebraska",0,7,0,0,1,"Keya Paha, Nebraska",8
"1710","Kimball"," Nebraska",4,39,0,0,0,"Kimball, Nebraska",43
"1711","Knox"," Nebraska",0,111,6,14,1,"Knox, Nebraska",132
"1712","Lancaster"," Nebraska",355,2239,221,143,199,"Lancaster, Nebraska",3157
"1713","Lincoln"," Nebraska",97,433,16,0,14,"Lincoln, Nebraska",560
"1714","Logan"," Nebraska",0,2,0,0,0,"Logan, Nebraska",2
"1715","Loup"," Nebraska",13,10,0,0,0,"Loup, Nebraska",23
"1716","McPherson"," Nebraska",0,1,0,0,0,"McPherson, Nebraska",1
"1717","Madison"," Nebraska",65,419,0,3,0,"Madison, Nebraska",487
"1718","Merrick"," Nebraska",0,117,0,0,0,"Merrick, Nebraska",117
"1719","Morrill"," Nebraska",5,53,0,0,0,"Morrill, Nebraska",58
"1720","Nance"," Nebraska",0,39,0,0,0,"Nance, Nebraska",39
"1721","Nemaha"," Nebraska",0,138,0,0,0,"Nemaha, Nebraska",138
"1722","Nuckolls"," Nebraska",0,47,0,0,0,"Nuckolls, Nebraska",47
"1723","Otoe"," Nebraska",10,191,0,0,0,"Otoe, Nebraska",201
"1724","Pawnee"," Nebraska",1,16,0,0,0,"Pawnee, Nebraska",17
"1725","Perkins"," Nebraska",0,41,0,0,0,"Perkins, Nebraska",41
"1726","Phelps"," Nebraska",9,150,0,0,0,"Phelps, Nebraska",159
"1727","Pierce"," Nebraska",4,82,0,0,0,"Pierce, Nebraska",86
"1728","Platte"," Nebraska",113,303,1,0,16,"Platte, Nebraska",433
"1729","Polk"," Nebraska",0,91,0,0,0,"Polk, Nebraska",91
"1730","Red Willow"," Nebraska",17,172,3,5,11,"Red Willow, Nebraska",208
"1731","Richardson"," Nebraska",0,115,0,2,0,"Richardson, Nebraska",117
"1732","Rock"," Nebraska",0,12,0,0,0,"Rock, Nebraska",12
"1733","Saline"," Nebraska",26,190,0,0,3,"Saline, Nebraska",219
"1734","Sarpy"," Nebraska",250,1835,26,18,103,"Sarpy, Nebraska",2232
"1735","Saunders"," Nebraska",0,308,0,0,0,"Saunders, Nebraska",308
"1736","Scotts Bluff"," Nebraska",117,302,0,3,5,"Scotts Bluff, Nebraska",427
"1737","Seward"," Nebraska",0,244,0,0,0,"Seward, Nebraska",244
"1738","Sheridan"," Nebraska",0,47,0,3,0,"Sheridan, Nebraska",50
"1739","Sherman"," Nebraska",0,36,0,0,0,"Sherman, Nebraska",36
"1740","Sioux"," Nebraska",0,17,0,0,0,"Sioux, Nebraska",17
"1741","Stanton"," Nebraska",0,48,1,0,0,"Stanton, Nebraska",49
"1742","Thayer"," Nebraska",0,99,0,0,0,"Thayer, Nebraska",99
"1743","Thomas"," Nebraska",0,7,0,3,0,"Thomas, Nebraska",10
"1744","Thurston"," Nebraska",31,36,0,106,0,"Thurston, Nebraska",173
"1745","Valley"," Nebraska",0,35,0,0,0,"Valley, Nebraska",35
"1746","Washington"," Nebraska",47,368,0,0,0,"Washington, Nebraska",415
"1747","Wayne"," Nebraska",7,63,0,0,0,"Wayne, Nebraska",70
"1748","Webster"," Nebraska",3,54,0,0,0,"Webster, Nebraska",57
"1749","Wheeler"," Nebraska",0,24,0,0,0,"Wheeler, Nebraska",24
"1750","York"," Nebraska",14,117,6,0,0,"York, Nebraska",137
"1751","Churchill"," Nevada",111,193,2,32,13,"Churchill, Nevada",351
"1752","Clark"," Nevada",11553,9494,4215,155,2584,"Clark, Nevada",28001
"1753","Douglas"," Nevada",188,433,1,62,0,"Douglas, Nevada",684
"1754","Elko"," Nevada",180,500,27,34,3,"Elko, Nevada",744
"1755","Esmeralda"," Nevada",5,4,0,0,0,"Esmeralda, Nevada",9
"1756","Eureka"," Nevada",5,25,0,0,0,"Eureka, Nevada",30
"1757","Humboldt"," Nevada",70,122,9,15,5,"Humboldt, Nevada",221
"1758","Lander"," Nevada",23,81,4,2,0,"Lander, Nevada",110
"1759","Lincoln"," Nevada",28,213,4,0,0,"Lincoln, Nevada",245
"1760","Lyon"," Nevada",187,580,9,45,0,"Lyon, Nevada",821
"1761","Mineral"," Nevada",3,30,2,14,0,"Mineral, Nevada",49
"1762","Nye"," Nevada",179,433,47,0,31,"Nye, Nevada",690
"1763","Pershing"," Nevada",99,148,48,7,1,"Pershing, Nevada",303
"1764","Storey"," Nevada",0,39,5,0,0,"Storey, Nevada",44
"1765","Washoe"," Nevada",2252,3061,276,122,333,"Washoe, Nevada",6044
"1766","White Pine"," Nevada",134,133,16,8,2,"White Pine, Nevada",293
"1767","Carson City"," Nevada",404,546,20,41,17,"Carson City, Nevada",1028
"1768","Belknap"," New Hampshire",30,919,0,0,26,"Belknap, New Hampshire",975
"1769","Carroll"," New Hampshire",0,474,34,0,0,"Carroll, New Hampshire",508
"1770","Cheshire"," New Hampshire",44,721,3,14,9,"Cheshire, New Hampshire",791
"1771","Coos"," New Hampshire",6,458,5,12,10,"Coos, New Hampshire",491
"1772","Grafton"," New Hampshire",41,929,0,0,10,"Grafton, New Hampshire",980
"1773","Hillsborough"," New Hampshire",520,4624,194,16,152,"Hillsborough, New Hampshire",5506
"1774","Merrimack"," New Hampshire",82,1762,23,0,1,"Merrimack, New Hampshire",1868
"1775","Rockingham"," New Hampshire",109,4229,77,0,115,"Rockingham, New Hampshire",4530
"1776","Strafford"," New Hampshire",114,1466,1,0,27,"Strafford, New Hampshire",1608
"1777","Sullivan"," New Hampshire",0,555,0,0,7,"Sullivan, New Hampshire",562
"1778","Atlantic"," New Jersey",639,1853,619,0,297,"Atlantic, New Jersey",3408
"1779","Bergen"," New Jersey",2609,7400,708,72,2001,"Bergen, New Jersey",12790
"1780","Burlington"," New Jersey",747,4531,1460,13,299,"Burlington, New Jersey",7050
"1781","Camden"," New Jersey",1442,3723,2050,55,383,"Camden, New Jersey",7653
"1782","Cape May"," New Jersey",67,1084,162,16,29,"Cape May, New Jersey",1358
"1783","Cumberland"," New Jersey",906,815,787,13,33,"Cumberland, New Jersey",2554
"1784","Essex"," New Jersey",2745,3007,5604,37,319,"Essex, New Jersey",11712
"1785","Gloucester"," New Jersey",335,3077,557,0,76,"Gloucester, New Jersey",4045
"1786","Hudson"," New Jersey",4701,1178,1368,0,797,"Hudson, New Jersey",8044
"1787","Hunterdon"," New Jersey",186,1574,210,0,119,"Hunterdon, New Jersey",2089
"1788","Mercer"," New Jersey",685,2293,1499,23,339,"Mercer, New Jersey",4839
"1789","Middlesex"," New Jersey",2963,4777,1437,37,2205,"Middlesex, New Jersey",11419
"1790","Monmouth"," New Jersey",832,7233,823,0,472,"Monmouth, New Jersey",9360
"1791","Morris"," New Jersey",1021,5633,260,11,437,"Morris, New Jersey",7362
"1792","Ocean"," New Jersey",926,5788,296,0,125,"Ocean, New Jersey",7135
"1793","Passaic"," New Jersey",3227,2768,1578,64,406,"Passaic, New Jersey",8043
"1794","Salem"," New Jersey",110,545,184,0,8,"Salem, New Jersey",847
"1795","Somerset"," New Jersey",974,2859,433,0,561,"Somerset, New Jersey",4827
"1796","Sussex"," New Jersey",165,2104,80,0,48,"Sussex, New Jersey",2397
"1797","Union"," New Jersey",2330,3048,2193,22,293,"Union, New Jersey",7886
"1798","Warren"," New Jersey",159,1249,22,0,20,"Warren, New Jersey",1450
"1799","Bernalillo"," New Mexico",5449,2812,440,404,302,"Bernalillo, New Mexico",9407
"1800","Catron"," New Mexico",9,101,0,0,0,"Catron, New Mexico",110
"1801","Chaves"," New Mexico",589,237,28,26,11,"Chaves, New Mexico",891
"1802","Cibola"," New Mexico",338,71,0,338,0,"Cibola, New Mexico",747
"1803","Colfax"," New Mexico",94,93,14,0,34,"Colfax, New Mexico",235
"1804","Curry"," New Mexico",292,399,47,138,0,"Curry, New Mexico",876
"1805","De Baca"," New Mexico",32,0,0,0,0,"De Baca, New Mexico",32
"1806","Dona Ana"," New Mexico",2746,430,99,14,58,"Dona Ana, New Mexico",3347
"1807","Eddy"," New Mexico",370,481,14,18,0,"Eddy, New Mexico",883
"1808","Grant"," New Mexico",162,67,0,0,0,"Grant, New Mexico",229
"1809","Guadalupe"," New Mexico",60,0,0,11,0,"Guadalupe, New Mexico",71
"1810","Harding"," New Mexico",11,17,0,0,0,"Harding, New Mexico",28
"1811","Hidalgo"," New Mexico",68,0,8,0,0,"Hidalgo, New Mexico",76
"1812","Lea"," New Mexico",1014,319,11,7,0,"Lea, New Mexico",1351
"1813","Lincoln"," New Mexico",232,58,0,0,0,"Lincoln, New Mexico",290
"1814","Los Alamos"," New Mexico",63,137,0,0,8,"Los Alamos, New Mexico",208
"1815","Luna"," New Mexico",174,130,0,0,0,"Luna, New Mexico",304
"1816","McKinley"," New Mexico",283,68,0,1154,24,"McKinley, New Mexico",1529
"1817","Mora"," New Mexico",11,0,0,0,0,"Mora, New Mexico",11
"1818","Otero"," New Mexico",611,369,74,31,18,"Otero, New Mexico",1103
"1819","Quay"," New Mexico",171,90,47,0,0,"Quay, New Mexico",308
"1820","Rio Arriba"," New Mexico",428,23,0,119,0,"Rio Arriba, New Mexico",570
"1821","Roosevelt"," New Mexico",141,154,0,0,0,"Roosevelt, New Mexico",295
"1822","Sandoval"," New Mexico",965,586,54,252,8,"Sandoval, New Mexico",1865
"1823","San Juan"," New Mexico",475,474,0,1115,0,"San Juan, New Mexico",2064
"1824","San Miguel"," New Mexico",511,43,0,4,0,"San Miguel, New Mexico",558
"1825","Santa Fe"," New Mexico",1208,413,5,73,9,"Santa Fe, New Mexico",1708
