"","county","state","county_12th_hispanic","county_12th_white","county_12th_black","county_12th_native","county_12th_asianPI","id","total"
"2173","Latimer"," Oklahoma",9,147,0,46,0,"Latimer, Oklahoma",202
"2174","Le Flore"," Oklahoma",40,366,2,42,0,"Le Flore, Oklahoma",450
"2175","Lincoln"," Oklahoma",0,479,26,34,0,"Lincoln, Oklahoma",539
"2176","Logan"," Oklahoma",19,520,69,16,2,"Logan, Oklahoma",626
"2177","Love"," Oklahoma",29,49,0,38,0,"Love, Oklahoma",116
"2178","McClain"," Oklahoma",39,339,0,103,26,"McClain, Oklahoma",507
"2179","McCurtain"," Oklahoma",49,242,76,80,0,"McCurtain, Oklahoma",447
"2180","McIntosh"," Oklahoma",3,191,21,43,0,"McIntosh, Oklahoma",258
"2181","Major"," Oklahoma",10,87,0,0,0,"Major, Oklahoma",97
"2182","Marshall"," Oklahoma",52,149,32,17,0,"Marshall, Oklahoma",250
"2183","Mayes"," Oklahoma",43,299,0,50,0,"Mayes, Oklahoma",392
"2184","Murray"," Oklahoma",33,154,18,23,0,"Murray, Oklahoma",228
"2185","Muskogee"," Oklahoma",74,409,105,191,34,"Muskogee, Oklahoma",813
"2186","Noble"," Oklahoma",0,164,0,10,0,"Noble, Oklahoma",174
"2187","Nowata"," Oklahoma",4,90,18,14,16,"Nowata, Oklahoma",142
"2188","Okfuskee"," Oklahoma",7,92,35,21,0,"Okfuskee, Oklahoma",155
"2189","Oklahoma"," Oklahoma",1693,4505,1827,322,194,"Oklahoma, Oklahoma",8541
"2190","Okmulgee"," Oklahoma",0,297,89,96,0,"Okmulgee, Oklahoma",482
"2191","Osage"," Oklahoma",33,370,41,204,10,"Osage, Oklahoma",658
"2192","Ottawa"," Oklahoma",29,211,0,54,10,"Ottawa, Oklahoma",304
"2193","Pawnee"," Oklahoma",11,133,11,30,0,"Pawnee, Oklahoma",185
"2194","Payne"," Oklahoma",51,503,61,27,4,"Payne, Oklahoma",646
"2195","Pittsburg"," Oklahoma",43,410,19,70,21,"Pittsburg, Oklahoma",563
"2196","Pontotoc"," Oklahoma",5,220,15,23,19,"Pontotoc, Oklahoma",282
"2197","Pottawatomie"," Oklahoma",74,530,7,159,0,"Pottawatomie, Oklahoma",770
"2198","Pushmataha"," Oklahoma",4,136,0,21,0,"Pushmataha, Oklahoma",161
"2199","Roger Mills"," Oklahoma",6,56,0,0,0,"Roger Mills, Oklahoma",62
"2200","Rogers"," Oklahoma",58,772,0,182,3,"Rogers, Oklahoma",1015
"2201","Seminole"," Oklahoma",36,270,39,59,5,"Seminole, Oklahoma",409
"2202","Sequoyah"," Oklahoma",10,283,25,66,0,"Sequoyah, Oklahoma",384
"2203","Stephens"," Oklahoma",101,508,46,113,0,"Stephens, Oklahoma",768
"2204","Texas"," Oklahoma",73,80,1,1,15,"Texas, Oklahoma",170
"2205","Tillman"," Oklahoma",35,53,27,0,0,"Tillman, Oklahoma",115
"2206","Tulsa"," Oklahoma",672,4624,1088,416,128,"Tulsa, Oklahoma",6928
"2207","Wagoner"," Oklahoma",110,657,44,165,119,"Wagoner, Oklahoma",1095
"2208","Washington"," Oklahoma",83,456,88,25,10,"Washington, Oklahoma",662
"2209","Washita"," Oklahoma",30,72,0,3,0,"Washita, Oklahoma",105
"2210","Woods"," Oklahoma",0,123,5,16,1,"Woods, Oklahoma",145
"2211","Woodward"," Oklahoma",2,170,5,0,0,"Woodward, Oklahoma",177
"2212","Baker"," Oregon",0,170,0,7,0,"Baker, Oregon",177
"2213","Benton"," Oregon",60,849,22,14,25,"Benton, Oregon",970
"2214","Clackamas"," Oregon",703,4300,125,45,273,"Clackamas, Oregon",5446
"2215","Clatsop"," Oregon",91,460,0,10,0,"Clatsop, Oregon",561
"2216","Columbia"," Oregon",50,670,0,18,0,"Columbia, Oregon",738
"2217","Coos"," Oregon",66,556,0,21,0,"Coos, Oregon",643
"2218","Crook"," Oregon",71,231,0,0,0,"Crook, Oregon",302
"2219","Curry"," Oregon",0,102,0,13,0,"Curry, Oregon",115
"2220","Deschutes"," Oregon",259,1673,0,66,0,"Deschutes, Oregon",1998
"2221","Douglas"," Oregon",170,1111,0,6,12,"Douglas, Oregon",1299
"2222","Gilliam"," Oregon",0,19,0,0,0,"Gilliam, Oregon",19
"2223","Grant"," Oregon",13,115,0,2,0,"Grant, Oregon",130
"2224","Harney"," Oregon",16,154,0,7,0,"Harney, Oregon",177
"2225","Hood River"," Oregon",133,160,0,0,0,"Hood River, Oregon",293
"2226","Jackson"," Oregon",438,1940,26,0,36,"Jackson, Oregon",2440
"2227","Jefferson"," Oregon",116,97,10,77,0,"Jefferson, Oregon",300
"2228","Josephine"," Oregon",149,1002,0,15,0,"Josephine, Oregon",1166
"2229","Klamath"," Oregon",112,753,21,31,6,"Klamath, Oregon",923
"2230","Lake"," Oregon",4,28,0,0,0,"Lake, Oregon",32
"2231","Lane"," Oregon",503,3209,52,45,111,"Lane, Oregon",3920
"2232","Lincoln"," Oregon",105,408,7,9,0,"Lincoln, Oregon",529
"2233","Linn"," Oregon",228,1250,69,116,48,"Linn, Oregon",1711
"2234","Malheur"," Oregon",335,270,34,4,4,"Malheur, Oregon",647
"2235","Marion"," Oregon",1574,2650,80,165,75,"Marion, Oregon",4544
"2236","Morrow"," Oregon",68,78,0,0,0,"Morrow, Oregon",146
"2237","Multnomah"," Oregon",1568,4408,879,95,768,"Multnomah, Oregon",7718
"2238","Polk"," Oregon",256,732,0,11,41,"Polk, Oregon",1040
"2239","Sherman"," Oregon",0,19,1,0,0,"Sherman, Oregon",20
"2240","Tillamook"," Oregon",76,241,0,9,0,"Tillamook, Oregon",326
"2241","Umatilla"," Oregon",478,943,43,31,12,"Umatilla, Oregon",1507
"2242","Union"," Oregon",14,393,11,0,0,"Union, Oregon",418
"2243","Wallowa"," Oregon",0,81,0,0,0,"Wallowa, Oregon",81
"2244","Wasco"," Oregon",90,248,14,59,0,"Wasco, Oregon",411
"2245","Washington"," Oregon",1551,4843,113,110,627,"Washington, Oregon",7244
"2246","Wheeler"," Oregon",0,11,0,0,0,"Wheeler, Oregon",11
"2247","Yamhill"," Oregon",301,977,48,17,60,"Yamhill, Oregon",1403
"2248","Adams"," Pennsylvania",175,1194,2,8,0,"Adams, Pennsylvania",1379
"2249","Allegheny"," Pennsylvania",342,10984,3462,28,375,"Allegheny, Pennsylvania",15191
"2250","Armstrong"," Pennsylvania",0,773,1,0,0,"Armstrong, Pennsylvania",774
"2251","Beaver"," Pennsylvania",18,1846,89,0,0,"Beaver, Pennsylvania",1953
"2252","Bedford"," Pennsylvania",9,567,8,0,0,"Bedford, Pennsylvania",584
"2253","Berks"," Pennsylvania",1165,3841,303,16,72,"Berks, Pennsylvania",5397
"2254","Blair"," Pennsylvania",4,1119,33,0,0,"Blair, Pennsylvania",1156
"2255","Bradford"," Pennsylvania",0,702,7,0,0,"Bradford, Pennsylvania",709
